gauge_id,geol_1st_class,glim_1st_class_frac,carbonate_rocks_frac,geol_porostiy,geol_permeability,p_mean,pet_mean,p_seasonality,frac_snow,aridity,high_prec_freq,high_prec_dur,high_prec_timing,low_prec_freq,low_prec_dur,low_prec_timing,gauge_lat,gauge_lon,elev_mean,area_gages2,area_geospa_fabric,soil_depth_pelletier,soil_depth_statsgo,max_water_content,sand_frac,silt_frac,clay_frac,water_frac,organic_frac,other_frac,frac_forest,lai_max,gvf_max,dom_land_cover_frac,dom_land_cover,root_depth_50,root_depth_99
1078000.000000,2.000000,0.535650,0.000000,0.011000,-14.106100,3.562888,2.184145,0.110482,0.239719,0.613026,21.450000,1.172131,1.000000,234.500000,3.616037,1.000000,43.566460,-71.747860,346.920000,222.460000,221.860000,3.639785,1.500000,0.618975,69.157406,22.806278,7.848279,0.000000,0.000000,0.000000,0.987300,5.391687,0.898651,0.807444,1.000000,0.238447,2.322977
1118300.000000,2.000000,0.759567,0.000000,0.010000,-14.100000,3.897431,2.310037,-0.037743,0.111232,0.592708,21.500000,1.295181,1.000000,244.600000,4.000000,3.000000,41.474820,-71.834240,36.700000,10.360000,13.710000,12.920000,1.500000,0.591763,60.607842,28.750447,9.273388,0.000000,0.000000,1.372899,0.933000,5.582121,0.911302,1.000000,2.000000,0.190000,2.000000
1121000.000000,3.000000,1.000000,0.000000,0.010000,-14.100000,3.719591,2.301408,0.004098,0.154227,0.618726,21.500000,1.197772,1.000000,241.700000,3.721324,4.000000,41.843710,-72.168970,141.540000,70.250000,94.700000,8.962264,1.500000,0.565559,55.813948,29.275113,9.166663,0.000000,0.000000,5.740116,0.965200,5.434685,0.908561,0.977811,2.000000,0.191331,2.008876
1123000.000000,3.000000,1.000000,0.000000,0.010000,-14.100000,3.824242,2.306334,-0.001190,0.136053,0.603082,21.150000,1.233236,1.000000,241.100000,3.879324,4.000000,41.671770,-72.052300,120.100000,77.850000,84.210000,9.085106,1.500000,0.533850,52.746895,27.534638,8.689368,0.000000,0.000000,11.025043,0.914100,5.403097,0.907407,1.000000,2.000000,0.190000,2.000000
1134500.000000,3.000000,0.622421,0.000000,0.010900,-14.119800,3.467413,2.091698,0.228672,0.280582,0.603245,15.850000,1.152727,1.000000,201.100000,2.842403,2.000000,44.511720,-71.837310,450.540000,195.130000,209.500000,4.074074,1.143860,0.476767,42.585993,43.335413,12.724207,0.000000,0.000000,1.096087,0.996300,4.930550,0.886216,0.603804,2.000000,0.213489,2.154840
1137500.000000,2.000000,0.791580,0.000000,0.010000,-14.100000,3.984192,2.144046,0.171648,0.301815,0.538138,15.500000,1.280992,1.000000,204.350000,2.989759,2.000000,44.268670,-71.630360,784.850000,228.550000,238.320000,1.561097,1.198084,0.475732,53.800583,30.326244,8.728079,0.000000,0.000000,7.108573,0.997200,4.541468,0.865791,0.911610,1.000000,0.244697,2.364644
1139000.000000,4.000000,0.521679,0.521679,0.037100,-12.922000,3.134548,2.113980,0.232162,0.246563,0.674413,18.650000,1.169279,1.000000,219.650000,3.227774,2.000000,44.150340,-72.065090,373.340000,246.330000,259.500000,3.750000,1.351693,0.563633,44.456615,42.322291,13.294092,0.000000,0.000000,0.000000,0.973700,5.069474,0.880092,0.452347,2.000000,0.212861,2.090513
1139800.000000,4.000000,1.000000,1.000000,0.060000,-11.800000,3.303515,2.127185,0.225579,0.262329,0.643916,19.450000,1.164671,1.000000,225.550000,3.278343,2.000000,44.092840,-72.335650,518.150000,22.800000,24.920000,2.510638,1.230223,0.517911,45.314805,41.821044,13.098176,0.000000,0.000000,0.000000,1.000000,5.213126,0.899033,1.000000,2.000000,0.190000,2.000000
1142500.000000,4.000000,0.764501,0.764501,0.058500,-12.565500,3.314671,2.147047,0.174620,0.252308,0.647741,19.800000,1.128205,1.000000,224.750000,3.206134,2.000000,43.934510,-72.657880,346.620000,82.170000,79.910000,2.876812,1.456004,0.622479,43.406596,41.928581,14.438576,0.000000,0.000000,0.000000,0.979900,4.886292,0.884820,0.604969,3.000000,0.183950,1.697515
1144000.000000,3.000000,0.663469,0.323707,0.027300,-13.380200,3.420860,2.157740,0.191150,0.248466,0.630760,19.050000,1.133929,1.000000,225.150000,3.315906,2.000000,43.714240,-72.418150,459.800000,1790.240000,1780.650000,2.106799,1.348787,0.566680,44.959519,41.257531,13.082395,0.000000,0.000000,0.532835,0.981300,5.164034,0.897222,0.731156,2.000000,0.196030,1.977670
1162500.000000,2.000000,0.796053,0.000000,0.010000,-14.100000,3.783535,2.257490,0.047446,0.226769,0.596662,21.100000,1.146739,1.000000,240.450000,3.634921,4.000000,42.682590,-72.115080,310.070000,49.710000,77.930000,9.323077,1.500000,0.604397,65.486764,25.589570,8.775572,0.000000,0.000000,0.000000,0.966300,5.402682,0.884473,1.000000,1.000000,0.250000,2.400000
1169000.000000,3.000000,0.894390,0.019692,0.020400,-14.260900,3.921166,2.252517,0.063828,0.238973,0.574451,19.600000,1.126437,1.000000,228.150000,3.441176,4.000000,42.638420,-72.725090,374.890000,230.640000,233.880000,3.955614,1.203182,0.513363,42.507762,40.643327,12.696711,0.000000,0.000000,0.000000,0.997000,5.378126,0.904142,0.988783,1.000000,0.249327,2.395513
1170100.000000,3.000000,0.538440,0.318774,0.041600,-13.709500,3.894582,2.242787,0.065519,0.234654,0.575874,19.950000,1.108333,1.000000,226.350000,3.373323,4.000000,42.703420,-72.670650,325.710000,106.990000,109.260000,3.654054,1.186325,0.491743,48.432411,40.004752,11.705966,0.000000,0.000000,0.000000,0.997000,5.384064,0.899812,0.858219,1.000000,0.241493,2.343288
1181000.000000,3.000000,0.824255,0.002995,0.011200,-14.106100,3.815024,2.266099,0.091932,0.217563,0.593993,20.400000,1.159091,1.000000,231.100000,3.454410,4.000000,42.237310,-72.895650,417.930000,243.500000,245.720000,5.027500,1.185016,0.484301,47.767473,38.686313,12.180116,0.000000,0.000000,0.307715,0.994400,5.385990,0.903143,0.799563,2.000000,0.202026,2.080175
1187300.000000,1.000000,0.709479,0.000000,0.137700,-14.880400,3.950608,2.280598,0.087363,0.201269,0.577278,21.150000,1.181564,1.000000,236.550000,3.608696,4.000000,42.037320,-72.938990,309.100000,53.920000,54.220000,6.956522,1.239682,0.507236,47.012992,32.157305,11.509022,0.000000,0.000000,0.000000,0.993200,5.397199,0.891264,0.867248,2.000000,0.197965,2.053101
1195100.000000,3.000000,1.000000,0.000000,0.010000,-14.100000,3.682482,2.353993,-0.002280,0.106043,0.639241,22.600000,1.280453,1.000000,252.800000,4.188898,3.000000,41.305930,-72.531200,19.170000,14.840000,15.960000,14.440000,1.500000,0.594508,58.888476,30.578082,9.539590,0.000000,0.000000,0.915385,0.917100,5.469579,0.907068,0.979442,2.000000,0.189794,1.989721
1333000.000000,3.000000,0.663358,0.312363,0.030200,-13.376500,3.704639,2.212718,0.146315,0.222245,0.597283,19.000000,1.210191,1.000000,227.900000,3.409125,4.000000,42.708970,-73.196770,485.910000,112.160000,111.500000,2.837838,0.894269,0.384366,38.441729,47.166515,14.305504,0.000000,0.000000,0.000000,0.984400,5.010562,0.894910,1.000000,2.000000,0.190000,2.000000
1350000.000000,1.000000,0.999450,0.000000,0.189700,-15.204900,3.869796,2.246002,0.111820,0.231160,0.580393,20.400000,1.172414,1.000000,235.900000,3.528796,4.000000,42.319530,-74.436540,612.780000,612.510000,614.250000,1.924089,1.056072,0.453997,33.154681,43.300534,12.784431,0.000000,0.000000,0.000000,0.996600,5.052584,0.886760,1.000000,2.000000,0.190000,2.000000
1350080.000000,1.000000,0.997652,0.000000,0.180200,-15.377400,3.492825,2.239033,0.145065,0.221157,0.641038,20.000000,1.166181,1.000000,235.750000,3.469463,4.000000,42.377030,-74.412920,587.350000,83.840000,89.570000,3.054795,1.211081,0.524955,33.349078,46.222844,13.808844,0.091199,0.000000,1.566302,0.994000,5.013337,0.877524,1.000000,2.000000,0.190000,2.000000
1350140.000000,1.000000,0.997893,0.000000,0.157300,-15.803400,3.501422,2.240501,0.157493,0.219859,0.639883,18.400000,1.179487,1.000000,227.400000,3.283755,4.000000,42.428970,-74.472930,579.740000,43.760000,47.570000,3.222222,0.914485,0.363894,22.780971,49.369862,13.586577,0.000000,0.000000,14.032514,0.991000,5.045958,0.886645,0.990291,2.000000,0.189903,1.995145
1365000.000000,1.000000,1.000000,0.000000,0.190000,-15.200000,4.211436,2.302954,0.122174,0.202270,0.546834,19.400000,1.172205,1.000000,230.150000,3.422305,4.000000,41.866480,-74.487100,465.170000,99.570000,102.570000,0.964706,0.692278,0.301408,26.218482,41.924310,12.991149,0.000000,0.000000,0.000000,1.000000,5.240054,0.902037,1.000000,2.000000,0.190000,2.000000
1411300.000000,7.000000,1.000000,0.000000,0.220000,-13.000000,3.175450,2.534944,0.048562,0.048095,0.798294,22.850000,1.336257,1.000000,261.700000,4.681574,4.000000,39.306940,-74.820560,15.250000,79.320000,79.370000,49.296000,1.500000,0.365409,39.689338,14.098555,5.837616,0.000000,0.000000,40.329658,0.848700,5.353999,0.893806,0.924639,1.000000,0.245478,2.369846
1413500.000000,1.000000,0.999906,0.000000,0.190000,-15.199800,3.832546,2.234765,0.146606,0.216908,0.583102,18.700000,1.154321,1.000000,224.600000,3.190341,4.000000,42.144810,-74.653490,724.510000,424.100000,434.000000,1.494253,0.917915,0.395298,31.421573,47.224272,14.125661,0.000000,0.000000,1.364265,0.997400,4.862056,0.882832,1.000000,2.000000,0.190000,2.000000
1414500.000000,1.000000,1.000000,0.000000,0.190000,-15.200000,3.979971,2.229746,0.154117,0.216629,0.560242,19.350000,1.162162,1.000000,223.800000,3.152113,4.000000,42.106200,-74.730430,775.580000,64.450000,67.080000,1.063636,0.723806,0.297566,25.055905,43.379811,12.771616,0.728437,0.000000,6.022099,1.000000,5.089839,0.888612,1.000000,2.000000,0.190000,2.000000
1415000.000000,1.000000,1.000000,0.000000,0.190000,-15.200000,3.773123,2.237511,0.147822,0.213452,0.593013,18.300000,1.180645,1.000000,215.550000,3.068327,4.000000,42.120090,-74.818490,604.340000,85.630000,86.680000,2.181818,0.951826,0.423286,31.300628,52.434893,15.160482,0.000000,0.000000,0.000000,1.000000,4.764849,0.876678,1.000000,2.000000,0.190000,2.000000
1423000.000000,1.000000,0.999861,0.000000,0.190000,-15.199700,3.703760,2.226760,0.142461,0.217830,0.601216,15.950000,1.160000,1.000000,211.350000,3.006401,4.000000,42.166200,-75.139890,593.670000,859.680000,861.780000,2.435565,1.075945,0.467036,35.548695,49.468065,14.672826,0.000000,0.000000,0.000000,0.985400,4.327719,0.859113,0.749779,2.000000,0.187498,1.874889
1434025.000000,1.000000,1.000000,0.000000,0.190000,-15.200000,4.437002,2.272434,0.134901,0.237814,0.512155,19.150000,1.178462,1.000000,224.800000,3.216023,4.000000,41.995370,-74.500990,729.330000,9.700000,9.900000,0.833333,0.666171,0.289442,25.075505,40.244183,12.472581,0.000000,0.000000,0.000000,1.000000,5.143147,0.894838,1.000000,2.000000,0.190000,2.000000
1435000.000000,1.000000,0.999776,0.000000,0.190000,-15.199500,4.317654,2.297073,0.134641,0.223616,0.532019,19.500000,1.167665,1.000000,226.650000,3.289550,4.000000,41.890090,-74.589880,560.050000,172.460000,183.310000,1.120000,0.738995,0.321616,28.250343,44.204077,13.743996,0.000000,0.000000,0.000000,1.000000,5.203120,0.898254,1.000000,2.000000,0.190000,2.000000
1439500.000000,1.000000,0.998799,0.000000,0.184800,-15.277200,3.683258,2.344558,0.117755,0.163765,0.636545,20.000000,1.194030,1.000000,235.750000,3.596491,4.000000,41.088150,-75.037670,307.060000,305.880000,306.090000,3.073770,1.500000,0.631275,40.973180,45.341515,13.723852,0.000000,0.000000,0.000000,0.997000,5.173878,0.890053,1.000000,2.000000,0.190000,2.000000
1440000.000000,1.000000,0.844167,0.149522,0.182600,-14.227000,3.549893,2.343016,0.107574,0.147767,0.660024,20.300000,1.237805,1.000000,242.000000,3.928571,4.000000,41.106670,-74.952220,234.200000,167.720000,171.560000,4.186131,1.500000,0.501853,32.953254,33.667249,11.140547,0.000000,0.171201,21.439080,0.908000,5.283249,0.896404,0.995338,2.000000,0.189953,1.997669
1440400.000000,1.000000,1.000000,0.000000,0.199700,-14.873200,3.753351,2.336390,0.115867,0.172223,0.622481,20.400000,1.179191,1.000000,234.900000,3.556397,4.000000,41.084810,-75.214620,334.060000,175.210000,178.980000,2.487633,1.500000,0.642702,36.567082,48.694747,14.830171,0.000000,0.000000,0.000000,0.993300,5.204996,0.895056,1.000000,2.000000,0.190000,2.000000
1451800.000000,1.000000,0.997188,0.002812,0.134000,-16.218200,3.503207,2.418851,0.106708,0.128363,0.690468,23.800000,1.233161,1.000000,254.250000,4.188633,4.000000,40.661760,-75.626850,180.410000,135.840000,149.110000,1.037037,0.827833,0.361222,32.128662,50.374122,17.617025,0.000000,0.000000,0.000000,0.491500,2.055260,0.691313,0.993174,3.000000,0.180068,1.503413
1466500.000000,7.000000,1.000000,0.000000,0.220000,-13.000000,3.539837,3.059821,0.060312,0.062662,0.864396,23.450000,1.257373,1.000000,257.650000,4.480870,4.000000,39.885000,-74.505280,38.940000,5.380000,6.250000,49.636364,1.500000,0.602852,83.366426,6.719468,3.180636,0.000000,0.000000,6.509135,1.000000,4.196265,0.823159,1.000000,1.000000,0.250000,2.400000
1484100.000000,7.000000,1.000000,0.000000,0.220000,-13.000000,3.321273,2.602614,0.086187,0.042572,0.783620,23.450000,1.208763,1.000000,256.900000,4.361630,4.000000,38.905780,-75.512750,17.970000,9.000000,9.660000,49.555556,1.500000,0.539999,58.691647,14.647005,13.866636,0.000000,0.000000,13.005640,0.360500,2.100865,0.706893,1.000000,3.000000,0.180000,1.500000
1485500.000000,7.000000,1.000000,0.000000,0.280000,-10.900000,3.240579,2.630300,0.084383,0.031636,0.811676,22.550000,1.199468,1.000000,257.900000,4.419880,4.000000,38.228920,-75.471440,15.460000,141.540000,112.980000,47.846591,1.500000,0.462771,53.027330,14.823797,6.325270,0.000000,0.000000,25.617650,0.867000,4.695433,0.834605,0.856252,1.000000,0.239938,2.270627
1486000.000000,7.000000,1.000000,0.000000,0.280000,-10.900000,3.274416,2.674828,0.096185,0.030601,0.816887,22.800000,1.222520,1.000000,258.050000,4.399829,4.000000,38.213890,-75.671390,10.210000,11.180000,15.990000,46.444444,1.500000,0.530783,42.111601,28.633006,11.879451,0.000000,0.000000,17.238038,0.888800,5.070659,0.844506,0.959261,1.000000,0.247148,2.363335
1487000.000000,7.000000,1.000000,0.000000,0.220000,-13.000000,3.339039,2.607570,0.087684,0.042469,0.780934,23.050000,1.245946,1.000000,256.650000,4.425000,4.000000,38.728330,-75.561860,13.840000,187.410000,187.180000,49.193103,1.500000,0.399387,38.682619,16.341719,9.921566,0.000000,0.000000,35.145132,0.416500,2.158202,0.709765,1.000000,3.000000,0.180000,1.500000
1491000.000000,7.000000,1.000000,0.000000,0.236500,-12.423500,3.305076,2.592456,0.081209,0.050026,0.784386,21.850000,1.213889,1.000000,255.550000,4.375856,4.000000,38.997190,-75.785810,18.540000,292.040000,291.800000,48.529018,1.500000,0.351415,33.002944,16.804711,8.065633,0.000000,0.000000,42.185043,0.231900,2.711639,0.758679,1.000000,3.000000,0.180000,1.500000
1510000.000000,8.000000,0.836519,0.072008,0.122100,-16.042600,3.462294,2.240820,0.140558,0.237057,0.647207,16.200000,1.109589,1.000000,200.850000,2.865193,3.000000,42.541180,-75.899640,482.210000,382.990000,382.920000,3.842697,1.171021,0.501643,25.245626,54.385182,16.088244,0.000000,0.000000,4.226268,0.980400,4.506815,0.867877,0.573828,2.000000,0.185738,1.786914
1516500.000000,1.000000,1.000000,0.000000,0.173400,-15.420700,3.182643,2.266105,0.164481,0.199239,0.712020,18.250000,1.116208,1.000000,232.750000,3.353746,4.000000,41.790910,-77.014690,634.590000,31.480000,31.560000,4.886792,1.500000,0.656232,29.820021,54.708243,15.500802,0.000000,0.000000,0.000000,0.966100,3.958986,0.825131,0.861261,3.000000,0.181387,1.569370
1518862.000000,1.000000,1.000000,0.000000,0.161500,-15.728600,3.031641,2.267785,0.219951,0.201111,0.748039,18.500000,1.138462,1.000000,221.200000,3.219796,4.000000,41.923130,-77.531930,600.870000,233.910000,234.490000,3.427441,1.326333,0.577010,26.926250,53.543282,14.025040,0.000000,0.000000,5.569762,0.983700,3.946255,0.829470,0.814054,3.000000,0.181859,1.592973
1532000.000000,1.000000,1.000000,0.000000,0.194900,-14.736000,3.195079,2.296907,0.165405,0.176741,0.718889,18.800000,1.119048,1.000000,230.750000,3.310617,4.000000,41.707020,-76.484670,507.140000,553.940000,556.680000,3.357223,1.499937,0.654835,31.888774,52.644313,15.547339,0.000000,0.000000,0.002264,0.954900,4.316377,0.848867,0.601678,2.000000,0.186017,1.800839
1539000.000000,1.000000,1.000000,0.000000,0.166100,-15.526400,3.423428,2.360102,0.139032,0.156286,0.689397,20.400000,1.136490,1.000000,236.000000,3.530292,4.000000,41.078140,-76.431060,333.750000,701.780000,705.220000,4.596068,1.389539,0.609440,32.846897,51.619850,15.632641,0.100698,0.000000,0.000000,0.831100,4.669349,0.864375,0.538214,2.000000,0.185382,1.769107
1542810.000000,1.000000,1.000000,0.000000,0.195300,-15.020600,3.422528,2.268753,0.176183,0.189716,0.662888,15.850000,1.112281,1.000000,207.300000,2.984881,3.000000,41.578950,-78.292510,492.700000,13.620000,13.580000,0.960000,1.500000,0.670674,31.018126,52.400660,16.591465,0.000000,0.000000,0.000000,1.000000,5.266090,0.900412,1.000000,2.000000,0.190000,2.000000
1543000.000000,1.000000,1.000000,0.000000,0.206700,-14.613100,3.390019,2.276677,0.171896,0.188057,0.671582,16.450000,1.093023,1.000000,211.050000,3.017155,4.000000,41.413400,-78.196950,543.370000,705.500000,704.470000,0.992889,1.500000,0.662029,33.937085,49.345944,16.675751,0.000000,0.000000,0.000000,0.992200,5.141401,0.895338,0.990163,2.000000,0.189902,1.995082
1543500.000000,1.000000,1.000000,0.000000,0.214600,-14.353700,3.408930,2.283926,0.170438,0.181654,0.669983,17.100000,1.092652,1.000000,210.650000,3.022238,4.000000,41.317280,-78.103060,547.440000,1778.260000,1778.960000,1.020021,1.455898,0.635271,35.593400,47.299241,17.118133,0.000000,0.000000,0.000000,0.987800,5.123424,0.894548,0.995012,2.000000,0.189950,1.997506
1544500.000000,1.000000,1.000000,0.000000,0.189700,-15.186200,3.363520,2.290695,0.169195,0.203363,0.681041,17.500000,1.107595,1.000000,217.600000,3.071277,4.000000,41.475900,-77.825820,551.600000,355.060000,363.080000,0.951807,1.460439,0.627939,36.292083,45.677386,16.516653,0.000000,0.000000,1.546874,1.000000,5.060732,0.892128,1.000000,2.000000,0.190000,2.000000
1545600.000000,1.000000,1.000000,0.000000,0.220600,-14.155900,3.384575,2.298032,0.170228,0.192646,0.678972,17.550000,1.090062,1.000000,219.950000,3.097887,3.000000,41.389510,-77.690820,518.970000,120.000000,123.620000,0.970149,1.495415,0.629821,46.610534,36.896363,16.312779,0.000000,0.000000,0.183382,1.000000,5.191067,0.897149,1.000000,2.000000,0.190000,2.000000
1547700.000000,1.000000,0.997025,0.002975,0.182600,-15.169700,3.135013,2.347398,0.138998,0.156173,0.748768,20.400000,1.133333,1.000000,229.700000,3.326575,4.000000,41.059510,-77.605830,353.570000,113.540000,115.190000,1.209677,1.119139,0.493580,30.568136,53.846082,15.547718,0.000000,0.000000,0.000000,0.904700,4.933509,0.880398,1.000000,2.000000,0.190000,2.000000
1548500.000000,1.000000,1.000000,0.000000,0.200400,-14.808300,3.153346,2.271782,0.179164,0.202089,0.720436,18.100000,1.120743,1.000000,221.000000,3.177570,4.000000,41.521740,-77.447480,546.710000,1557.050000,1557.980000,1.029567,1.339111,0.571262,29.482932,50.451324,14.672193,0.000000,0.000000,5.479299,0.986600,4.780099,0.876759,0.862382,2.000000,0.188624,1.931191
1549500.000000,1.000000,1.000000,0.000000,0.195800,-15.002600,3.332226,2.293808,0.149933,0.186519,0.688371,19.050000,1.205696,1.000000,234.500000,3.518380,4.000000,41.473680,-77.230810,528.160000,97.490000,98.910000,0.950920,1.464194,0.634780,31.289299,52.536845,15.559647,0.000000,0.000000,0.619790,0.988800,4.496868,0.859755,0.617999,2.000000,0.186180,1.808999
1550000.000000,1.000000,1.000000,0.000000,0.211600,-14.360200,3.369766,2.292907,0.154280,0.179826,0.680435,17.800000,1.206780,1.000000,230.850000,3.474041,4.000000,41.418410,-77.032750,455.410000,452.680000,456.320000,1.172367,1.294546,0.542218,27.686590,50.820566,14.245475,0.000000,0.000000,7.337656,0.988000,4.836366,0.881261,0.922984,2.000000,0.189230,1.961492
1552000.000000,1.000000,1.000000,0.000000,0.209300,-14.436500,3.476998,2.311664,0.153984,0.173059,0.664845,18.550000,1.170347,1.000000,224.900000,3.407576,4.000000,41.325080,-76.912460,461.430000,1129.490000,1129.550000,3.895564,1.454987,0.628217,33.443635,50.049518,15.418124,0.000000,0.000000,1.171334,0.991100,4.969155,0.885105,0.945647,2.000000,0.189456,1.972824
1552500.000000,1.000000,1.000000,0.000000,0.194800,-15.037400,3.623086,2.291999,0.138787,0.185170,0.632610,19.600000,1.126437,1.000000,230.950000,3.376462,4.000000,41.357020,-76.534670,535.240000,60.640000,62.060000,1.663462,1.500000,0.653209,33.791841,50.720283,15.610604,0.000000,0.000000,0.000000,0.995600,5.110325,0.897541,1.000000,2.000000,0.190000,2.000000
1557500.000000,1.000000,0.926013,0.045960,0.159200,-15.272000,3.153099,2.359596,0.142811,0.158672,0.748342,18.950000,1.124629,1.000000,229.700000,3.400444,4.000000,40.683670,-78.233620,389.990000,115.300000,117.780000,1.115789,1.166897,0.503175,36.556207,47.193862,16.260411,0.000000,0.000000,0.000000,0.901200,4.952728,0.882674,0.963874,2.000000,0.189639,1.981937
1567500.000000,1.000000,0.551591,0.225621,0.114100,-14.897000,3.212839,2.433814,0.112811,0.126036,0.757527,21.300000,1.213675,1.000000,253.100000,4.221852,4.000000,40.370920,-77.402210,314.480000,38.770000,39.500000,0.892308,1.416349,0.642425,26.441613,50.684633,23.042347,0.000000,0.000000,0.000000,0.796900,3.534510,0.796607,0.972530,3.000000,0.180275,1.513735
1568000.000000,1.000000,0.531927,0.113782,0.102700,-15.529600,3.329702,2.424954,0.104800,0.128511,0.728280,21.200000,1.232558,1.000000,248.700000,4.215254,4.000000,40.323420,-77.168870,265.520000,534.390000,536.400000,1.029762,1.360852,0.592339,37.515636,43.690228,18.883658,0.000000,0.000000,0.000000,0.706200,4.366582,0.842629,0.594205,2.000000,0.185942,1.797102
1580000.000000,3.000000,0.999734,0.000000,0.010000,-14.100000,3.431728,2.527253,0.084633,0.081688,0.736437,22.000000,1.198910,1.000000,248.050000,4.291522,4.000000,39.629970,-76.403310,174.300000,244.370000,246.960000,1.046154,1.500000,0.671115,29.429628,51.880000,18.659827,0.000000,0.000000,0.000000,0.424100,2.511604,0.752734,1.000000,3.000000,0.180000,1.500000
1583500.000000,3.000000,0.829405,0.168434,0.019000,-13.705700,3.262126,2.552896,0.084654,0.080729,0.782587,22.400000,1.220708,1.000000,248.800000,4.252991,4.000000,39.510780,-76.676500,156.320000,155.850000,163.420000,1.100000,1.500000,0.664579,32.445559,49.541709,18.015749,0.000000,0.000000,0.000000,0.515500,2.860624,0.763723,0.996306,3.000000,0.180036,1.501813
